, Black and White,Color,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,duration,gross,budget,title_year,imdb_score,aspect_ratio,director_name_Barry Levinson,director_name_Brian De Palma,director_name_Chris Columbus,director_name_Clint Eastwood,director_name_Joel Schumacher,director_name_Martin Scorsese,director_name_Michael Bay,director_name_Oliver Stone,director_name_Renny Harlin,director_name_Richard Donner,director_name_Ridley Scott,director_name_Rob Reiner,director_name_Robert Rodriguez,director_name_Robert Zemeckis,director_name_Ron Howard,director_name_Shawn Levy,director_name_Spike Lee,director_name_Steven Soderbergh,director_name_Steven Spielberg,director_name_Tim Burton,director_name_Tony Scott,director_name_Woody Allen,actors_Anthony Hopkins,actors_Bill Murray,actors_Brad Pitt,actors_Bruce Willis,actors_Christian Bale,actors_Denzel Washington,actors_Harrison Ford,actors_J.K. Simmons,actors_Jim Broadbent,actors_Johnny Depp,actors_Julia Roberts,actors_Liam Neeson,actors_Matt Damon,actors_Matthew McConaughey,actors_Meryl Streep,actors_Morgan Freeman,actors_Nicolas Cage,actors_Robert De Niro,actors_Robert Downey Jr.,actors_Robin Williams,actors_Scarlett Johansson,actors_Steve Buscemi,actors_Tom Cruise,actors_Tom Hanks,actors_Will Ferrell,genre_,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_Game-Show,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Reality-TV,genre_Romance,genre_Sci-Fi,genre_Short,genre_Sport,genre_Thriller,genre_War,genre_Western,country_Australia,country_Canada,country_China,country_France,country_Germany,country_Hong Kong,country_India,country_Italy,country_Japan,country_Mexico,country_New Zealand,country_Russia,country_South Korea,country_Spain,country_UK,country_USA,content_rating_Approved,content_rating_G,content_rating_GP,content_rating_M,content_rating_NC-17,content_rating_Not Rated,content_rating_PG,content_rating_PG-13,content_rating_Passed,content_rating_R,content_rating_TV-14,content_rating_TV-G,content_rating_TV-MA,content_rating_TV-PG,content_rating_TV-Y,content_rating_TV-Y7,content_rating_Unrated,content_rating_X,0
Moonrise Kingdom ,0,1,487.0,0.0,559.0,13000.0,237848.0,27911.0,2.0,377.0,13000.0,71000.0,94.0,45507053.0,16000000.0,2012.0,7.8,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8441908125
The Texas Chainsaw Massacre: The Beginning ,0,1,196.0,473.0,597.0,20000.0,56269.0,26402.0,0.0,366.0,4000.0,0.0,83.0,39511038.0,16000000.0,2006.0,5.9,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.469439875
The Young Messiah ,0,1,24.0,19.0,107.0,241.0,1449.0,824.0,0.0,30.0,118.0,0.0,111.0,6462576.0,18500000.0,2016.0,5.4,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.34932843243243245
The Master of Disguise ,0,1,56.0,11.0,499.0,911.0,18254.0,3058.0,2.0,307.0,521.0,1000.0,80.0,40363530.0,16000000.0,2002.0,3.3,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.522720625
Pan's Labyrinth ,0,1,406.0,0.0,250.0,634.0,467234.0,1322.0,0.0,1083.0,269.0,27000.0,112.0,37623143.0,13500000.0,2006.0,8.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.7868994814814814
The Messengers             ,0,1,3.0,0.0,762.0,1000.0,7210.0,4561.0,0.0,57.0,921.0,0.0,60.0,51513656.10272311,44086188.73595506,2002.7089000238607,6.6,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1684760597304815
See Spot Run ,0,1,51.0,14.0,635.0,1000.0,7392.0,4194.0,0.0,53.0,1000.0,393.0,94.0,33357476.0,35000000.0,2001.0,5.4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9530707428571429
Baby Boy ,1,0,41.0,309.0,522.0,939.0,9566.0,3107.0,2.0,81.0,881.0,1000.0,130.0,28734552.0,16000000.0,2001.0,6.4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7959095
The Roommate ,0,1,138.0,26.0,638.0,3000.0,29147.0,5349.0,1.0,115.0,1000.0,0.0,91.0,37300107.0,16000000.0,2011.0,4.8,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.3312566875
Joe Dirt ,0,1,78.0,29.0,459.0,861.0,41664.0,2543.0,0.0,205.0,593.0,0.0,91.0,27087695.0,17700000.0,2001.0,5.9,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5303782485875705
Double Impact ,0,1,40.0,23.0,51.0,633.0,28736.0,874.0,2.0,72.0,67.0,0.0,110.0,30102717.0,15000000.0,1991.0,5.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0068478
Hot Fuzz ,0,1,285.0,1000.0,108.0,175.0,352695.0,485.0,1.0,687.0,115.0,17000.0,121.0,23618786.0,8000000.0,2007.0,7.9,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.95234825
The Women ,0,1,124.0,15.0,650.0,851.0,16582.0,3485.0,4.0,125.0,680.0,0.0,114.0,26896744.0,16500000.0,2008.0,4.9,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.630105696969697
Vicky Cristina Barcelona ,0,1,275.0,11000.0,252.0,19000.0,198111.0,19894.0,0.0,365.0,581.0,14000.0,96.0,23213577.0,15500000.0,2008.0,7.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.4976501290322581
Arn: The Knight Templar ,0,1,34.0,5.0,292.0,908.0,18041.0,2762.0,1.0,54.0,690.0,0.0,270.0,51513656.10272311,25000000.0,2007.0,6.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.060546244108924
Bad Moms ,0,1,81.0,24.0,851.0,15000.0,4654.0,18786.0,9.0,46.0,1000.0,18000.0,100.0,55461307.0,20000000.0,2016.0,6.7,2.208111192037066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.77306535
Boys and Girls ,0,1,67.0,7.0,95.0,3000.0,13661.0,3451.0,3.0,134.0,240.0,487.0,94.0,20627372.0,16000000.0,2000.0,5.3,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.28921075
White Oleander ,0,1,103.0,7.0,450.0,835.0,25549.0,2572.0,0.0,171.0,787.0,0.0,109.0,16346122.0,16000000.0,2002.0,7.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.021632625
Jennifer's Body ,0,1,300.0,45.0,271.0,24000.0,92712.0,24805.0,1.0,294.0,396.0,6000.0,107.0,16204793.0,16000000.0,2009.0,5.1,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0127995625
Drowning Mona ,0,1,84.0,22.0,324.0,8000.0,11768.0,11078.0,0.0,148.0,2000.0,492.0,96.0,15427192.0,16000000.0,2000.0,5.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9641995
Radio Days ,0,1,64.0,11000.0,233.0,854.0,24256.0,1653.0,0.0,91.0,410.0,0.0,88.0,14792779.0,16000000.0,1987.0,7.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9245486875
Left Behind ,0,1,169.0,179.0,734.0,12000.0,24854.0,15044.0,1.0,374.0,1000.0,31000.0,110.0,13998282.0,16000000.0,2014.0,3.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.874892625
Remember Me ,0,1,158.0,47.0,238.0,21000.0,113963.0,22088.0,0.0,361.0,541.0,24000.0,113.0,19057024.0,16000000.0,2010.0,7.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.191064
How to Deal ,0,1,46.0,6.0,258.0,812.0,8215.0,1882.0,1.0,95.0,326.0,371.0,101.0,14108518.0,16000000.0,2003.0,5.7,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.881782375
My Stepmother Is an Alien ,0,1,15.0,121.0,384.0,11000.0,21079.0,14677.0,0.0,55.0,3000.0,818.0,105.0,13854000.0,20000000.0,1988.0,5.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6927
Philadelphia ,0,1,68.0,438.0,372.0,18000.0,178731.0,33865.0,2.0,261.0,15000.0,0.0,125.0,77324422.0,26000000.0,1993.0,7.7,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.9740162307692306
The Thirteenth Floor ,0,1,111.0,9.0,363.0,599.0,51996.0,2389.0,0.0,302.0,380.0,0.0,100.0,15500000.0,16000000.0,1999.0,7.0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.96875
The Cookout ,0,1,21.0,3.0,578.0,1000.0,2385.0,3835.0,1.0,20.0,584.0,177.0,97.0,11540112.0,44086188.73595506,2004.0,3.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.26176252315928394
Meteor ,0,1,42.0,38.0,316.0,940.0,5237.0,1945.0,7.0,90.0,416.0,392.0,108.0,51513656.10272311,16000000.0,1979.0,4.9,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.219603506420194
Duets ,0,1,65.0,28.0,215.0,555.0,8217.0,1227.0,0.0,123.0,403.0,573.0,112.0,4734235.0,15000000.0,2000.0,6.0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3156156666666667
Hollywood Ending ,0,1,109.0,11000.0,642.0,11000.0,21613.0,12766.0,0.0,148.0,650.0,762.0,112.0,4839383.0,16000000.0,2002.0,6.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3024614375
Detroit Rock City ,0,1,42.0,89.0,322.0,1000.0,30682.0,2518.0,0.0,194.0,852.0,0.0,95.0,4193025.0,15000000.0,1999.0,6.8,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.279535
Highlander ,0,1,112.0,85.0,186.0,1000.0,98629.0,1852.0,1.0,316.0,309.0,0.0,110.0,5900000.0,16000000.0,1986.0,7.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.36875
Things We Lost in the Fire ,0,1,146.0,369.0,295.0,1000.0,24104.0,1889.0,1.0,88.0,418.0,0.0,118.0,2849142.0,16000000.0,2007.0,7.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.178071375
Steel ,0,1,36.0,34.0,465.0,503.0,8687.0,3100.0,1.0,62.0,489.0,0.0,97.0,1686429.0,16000000.0,1997.0,2.8,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1054018125
The Immigrant ,0,1,230.0,115.0,310.0,10000.0,20616.0,11019.0,3.0,70.0,316.0,0.0,120.0,1984743.0,16000000.0,2013.0,6.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1240464375
The White Countess ,0,1,64.0,133.0,258.0,898.0,5321.0,2096.0,0.0,78.0,708.0,356.0,135.0,1666262.0,16000000.0,2005.0,6.7,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.104141375
Trance ,0,1,393.0,0.0,888.0,3000.0,92640.0,5056.0,0.0,212.0,1000.0,23000.0,101.0,2319187.0,20000000.0,2013.0,7.0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.11595935
Soul Plane ,0,1,75.0,29.0,618.0,939.0,18271.0,3935.0,9.0,150.0,881.0,0.0,92.0,13922211.0,16000000.0,2004.0,4.4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8701381875
Welcome to the Sticks ,0,1,78.0,172.0,27.0,172.0,30587.0,329.0,2.0,49.0,55.0,3000.0,106.0,51513656.10272311,11000000.0,2008.0,7.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.683059645702101
Good ,0,1,67.0,6.0,227.0,10000.0,5664.0,11091.0,1.0,42.0,304.0,921.0,92.0,23091.0,15000000.0,2008.0,6.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0015394
